key,population_den,area,female_per,children_living_with_single_parents,owner_occupied,some_college_more,dropped_out_schoolOrCollege,sep_wid_div,unemp,debt_housing_units,housing_retirement_income,females_per_tier1_jobs,household_income_less_than_20k,household_size_greater_than_equal_3,age_35_to_54,family_household,household_self_emp,hh_dividends,yr_built,electricity_cost_per,gross_rent,pool_publicTransport,bike
05035-030101-2,4352.3,0.26,0.59,0.92,69,0.24,0.16,0.31,0,0.65,0.12,0.26,0.59,0.43,0.13,0.61,0.04,0.01,1971,0.34,0.18,0.35,0
05035-030102-1,1769.9,0.4,0.49,0.75,172,0.55,0,0.04,0.04,0.9,0.02,0.19,0.88,0.5,0.45,0.75,0.07,0,1974,0.72,0.12,0.05,0
05035-030102-2,2023.3,0.3,0.58,1,145,0.28,0,0.3,0.09,0.53,0.1,0.32,0.75,0.33,0.21,0.65,0,0,1969,0.42,0.5,0.09,0
05035-030102-3,4481.8,0.35,0.72,0.84,297,0.33,0,0.3,0.02,0.72,0.1,0.32,0.6,0.21,0.31,0.67,0.05,0,1969,0.62,0.5,0.23,0
05035-030201-1,3343.4,0.45,0.7,0.95,44,0.27,0.27,0.53,0.17,0.52,0.12,0.43,0.75,0.24,0.28,0.42,0,0,1967,0.66,0.03,0.05,0
05035-030201-2,4019.3,0.19,0.44,0.57,293,0.43,0,0.15,0,0.79,0.22,0.53,0.94,0.24,0.26,0.68,0.14,0,1963,0.12,1,0.07,0
05035-030201-3,2197.4,0.44,0.54,0.83,331,0.52,0,0.35,0.03,0.22,0.18,0.67,0.72,0.26,0.12,0.48,0.06,0.14,1960,0.13,0.9,0.11,0
05035-030201-4,881.3,1.06,0.52,0.45,142,0.54,0,0.34,0.04,0.37,0.15,0.71,0.88,0.22,0.22,0.39,0.34,0.1,1967,0.48,0.05,0.09,0
05035-030201-5,7297.2,0.16,0.54,0.19,159,0.52,0,0.2,0.05,0.82,0.17,0.51,0.92,0.43,0.22,0.56,0.04,0,1948,0.04,0.06,0,0
05035-030202-1,2665.2,0.39,0.55,0.54,462,0.74,0,0.22,0,0.42,0.43,0.49,0.89,0.23,0.2,0.65,0.04,0.32,1973,0.15,0,0,0
05035-030202-2,4394.6,0.38,0.47,0.51,556,0.76,0,0.15,0.01,0.8,0.38,0.5,0.92,0.41,0.23,0.86,0.14,0.09,1979,0.44,0.17,0,0.02
05035-030202-3,699.1,1.39,0.49,0.36,383,0.64,0,0.2,0.04,0.71,0.31,0.34,0.93,0.24,0.21,0.73,0.03,0.21,1993,0.42,0,0.03,0
05035-030301-1,12091.6,0.11,0.49,0.76,201,0.36,0,0.27,0.16,0.31,0.08,0.34,0.82,0.58,0.15,0.61,0.14,0.05,1976,0.1,0.4,0.36,0
05035-030301-2,508.6,2.7,0.53,0.34,433,0.55,0,0.29,0.07,0.65,0.18,0.23,0.79,0.23,0.23,0.57,0.09,0.17,1990,0.5,0.27,0.13,0
05035-030302-1,4260.6,0.49,0.66,0.81,79,0.33,0,0.37,0.08,1,0.13,0.17,0.29,0.37,0.12,0.5,0.06,0,2000,0.84,0.49,0.26,0
05035-030302-2,1025.3,0.75,0.55,0.68,168,0.5,0,0.27,0.06,0.79,0.07,0.49,0.87,0.28,0.41,0.5,0.09,0.07,1988,0.39,0.13,0.09,0
05035-030503-1,2416.5,0.31,0.54,1,62,0.28,0,0.21,0.02,0.1,0.13,0.32,0.6,0.26,0.23,0.52,0.02,0,1980,0.38,0.24,0.15,0
05035-030503-2,2802.2,0.24,0.46,0.52,116,0.29,0,0.3,0.06,0.26,0.34,0.14,0.73,0.27,0.28,0.56,0.06,0.05,1964,0.25,0.14,0.19,0
05035-030601-1,7.5,80.22,0.52,0.74,169,0.39,0.11,0.31,0.02,0.44,0.08,0.44,0.66,0.3,0.18,0.6,0.17,0.07,1981,0.33,0.12,0.18,0
05035-030602-1,169.8,7.35,0.51,1,11,0.31,0,0.1,0.39,0,0.07,0.16,0.64,0.32,0.1,0.77,0.06,0,1990,0.73,0.15,0.28,0
05035-030602-2,32.3,27.82,0.43,0.15,347,0.62,0.11,0.28,0.02,0.66,0.11,0.47,0.84,0.17,0.22,0.72,0.16,0.05,1984,0.62,0.4,0.17,0
05035-030602-3,20.9,59.72,0.5,0.31,303,0.44,0,0.25,0.03,0.26,0.24,0.31,0.95,0.34,0.17,0.6,0.07,0.07,1988,0.56,0.07,0.15,0
05035-030701-1,7,84.37,0.55,0.3,187,0.48,0,0.31,0,0.37,0.14,0.58,0.87,0.34,0.37,0.71,0.32,0.18,1993,0.28,0,0.05,0
05035-030701-2,8.5,66.15,0.42,0.05,165,0.37,0,0.24,0.14,0.38,0.38,0.33,0.92,0.4,0.16,0.72,0.09,0.09,1993,0.54,0.14,0.07,0
05035-030702-1,49,20.07,0.46,0.65,179,0.53,0.37,0.21,0.14,0.58,0.13,0.39,0.77,0.52,0.24,0.68,0.06,0.16,1990,0.76,0.39,0.12,0
05035-030703-1,65.1,17,0.44,0.68,128,0.38,0.13,0.3,0.08,0.19,0.16,0.05,0.84,0.42,0.32,0.64,0.09,0.11,1987,0.64,0.15,0.03,0
05035-030803-1,271.1,6.89,0.5,0.14,682,0.62,0,0.19,0.02,0.77,0.27,0.6,0.96,0.34,0.24,0.65,0.05,0.18,1997,0.19,0.24,0.03,0
05035-030804-1,3357.2,1.03,0.51,0.24,803,0.66,0.03,0.18,0.02,0.87,0.09,0.41,0.92,0.45,0.33,0.6,0.05,0.1,2004,0.4,0.2,0.11,0
05035-030804-2,1424.1,0.78,0.5,0.66,264,0.52,0,0.24,0.08,0.77,0.13,0.36,0.81,0.5,0.21,0.8,0.09,0.02,1983,0.99,0.27,0.17,0.01
05035-030805-1,2314.8,0.88,0.49,0.54,252,0.53,0.42,0.27,0.06,0.78,0.13,0.52,0.87,0.34,0.23,0.52,0.01,0.03,1998,0.96,0.15,0.13,0
05035-030805-2,1470.7,0.81,0.48,0.25,354,0.54,0,0.2,0,0.63,0.13,0.44,0.96,0.34,0.17,0.68,0.2,0.28,1975,0.47,0,0.14,0
05035-030806-1,90.5,27.81,0.48,0.23,815,0.77,0,0.11,0,0.67,0.25,0.63,0.98,0.65,0.36,0.91,0.16,0.27,2003,0.22,0,0.15,0
05035-030806-2,2190,0.63,0.51,0.37,341,0.59,0,0.13,0.08,0.65,0.12,0.6,0.88,0.5,0.26,0.75,0.23,0.09,1992,0.37,0.15,0.09,0
05035-030807-1,19.4,85.93,0.47,0.32,374,0.57,0.01,0.21,0.08,0.62,0.19,0.67,0.82,0.53,0.36,0.71,0.18,0.12,1999,0.49,0.2,0.17,0
05035-031000-1,9.2,63.39,0.52,0.19,161,0.24,0,0.22,0.01,0.43,0.11,0.73,0.78,0.46,0.27,0.66,0.23,0.13,1996,0.53,0,0.33,0
05035-031000-2,45.9,14.96,0.5,0.19,187,0.45,0,0.21,0.03,0.52,0.17,0.44,0.65,0.31,0.27,0.68,0.17,0.18,1973,0.48,0.17,0.04,0
05035-031100-1,22.6,20.3,0.61,1,64,0.27,0,0.38,0,0.31,0.02,0.26,0.54,0.5,0.12,0.6,0.09,0,1980,0.41,0.21,0.08,0
05035-031100-2,280.8,3.69,0.51,0.49,203,0.27,0.01,0.38,0.07,0.52,0.03,0.26,0.71,0.36,0.2,0.57,0.02,0.06,1966,0.24,0.18,0.2,0
05035-031100-3,151.4,1.84,0.42,1,53,0.3,0,0.2,0.04,0.21,0.11,0.2,0.93,0.45,0.36,0.44,0.16,0.16,1984,0.63,0,0.59,0
05035-031100-4,26.7,9.98,0.44,1,73,0.06,0,0.26,0.26,0.36,0.06,0.14,0.43,0.12,0.03,0.41,0,0.23,1978,0.71,0.81,0,0
05035-031200-1,2615.1,0.27,0.44,0.39,113,0.22,0,0.47,0.04,0.31,0.04,0.4,0.49,0.48,0.27,0.68,0,0.01,1976,0.3,0.3,0.16,0
05035-031200-2,2662.1,0.29,0.58,0.63,154,0.32,0.03,0.25,0.03,0.2,0.19,0.27,0.62,0.27,0.19,0.51,0.07,0.03,1977,0.47,0.43,0.16,0
05037-950100-1,5.3,178.42,0.47,0.61,224,0.34,0,0.28,0.06,0.23,0.18,0.55,0.57,0.24,0.18,0.44,0.09,0.12,1972,0.55,0.08,0.08,0
05037-950200-1,55,12.98,0.48,0.48,191,0.34,0,0.29,0.02,0.36,0.26,0.09,0.8,0.48,0.27,0.79,0.09,0.07,1973,0.63,0.1,0.21,0
05037-950200-2,16.7,71.89,0.53,0.19,318,0.47,0,0.35,0.06,0.63,0.24,0.53,0.78,0.35,0.33,0.74,0.18,0.08,1982,0.56,0.13,0.25,0
05037-950200-3,18.7,67.69,0.49,0.34,451,0.34,0,0.22,0.06,0.41,0.18,0.33,0.82,0.4,0.26,0.73,0.07,0.3,1984,0.72,0.15,0.09,0
05037-950300-1,8.6,102.81,0.57,0.39,202,0.3,0,0.27,0.02,0.41,0.09,0.28,0.8,0.49,0.24,0.71,0.11,0.11,1970,0.68,0.02,0.13,0
05037-950300-2,5.2,94.35,0.47,0.64,194,0.49,0,0.38,0.03,0.1,0.27,0.92,0.8,0.29,0.15,0.74,0.14,0.33,1976,0.5,0,0.18,0
05037-950400-1,19.9,31.97,0.41,0.62,175,0.32,0,0.21,0.02,0.35,0.29,0.24,0.97,0.58,0.28,0.92,0.13,0.22,1989,0.72,0.25,0,0
05037-950400-2,61.1,16.06,0.54,0.08,276,0.57,0,0.12,0.01,0.84,0.13,0.55,1,0.57,0.34,0.8,0.03,0.13,1982,0.74,0,0.18,0
05037-950400-3,39.1,24.17,0.49,0.21,291,0.42,0.08,0.26,0.09,0.45,0.24,0.39,0.83,0.4,0.32,0.79,0.02,0.03,1981,0.64,0,0.05,0
05037-950500-1,236.2,2.73,0.57,0.98,139,0.31,0,0.43,0.18,0.13,0.04,0.37,0.38,0.26,0.1,0.38,0.23,0,1969,0.26,0.15,0,0
05037-950500-2,357.2,2.66,0.51,0.94,103,0.14,0,0.4,0.06,0.46,0.31,0.41,0.84,0.37,0.14,0.82,0.01,0.01,1974,0.54,0.05,0.34,0
05037-950500-3,2155.7,0.44,0.48,0.33,163,0.33,0,0.38,0.07,0.66,0.15,0.29,0.72,0.44,0.22,0.55,0.01,0.08,1975,0.55,0.2,0.07,0
05037-950500-4,3158,0.69,0.55,0.52,322,0.31,0,0.38,0.07,0.51,0.22,0.41,0.88,0.48,0.21,0.59,0.13,0.06,1969,0.44,0.12,0.13,0
05037-950600-1,495.4,3.37,0.56,0.36,374,0.37,0,0.23,0.05,0.82,0.19,0.68,0.85,0.48,0.34,0.68,0.2,0.11,1997,0.65,0.37,0.12,0
05037-950600-2,283.3,5.48,0.49,0.08,453,0.62,0,0.16,0,0.66,0.21,0.43,0.87,0.48,0.31,0.83,0.05,0.21,1994,0.67,0.13,0.12,0
05037-950600-3,1548.5,0.6,0.6,0.33,338,0.62,0,0.32,0.02,0.5,0.13,0.9,0.74,0.32,0.18,0.54,0.18,0.46,1975,0.36,0.04,0.16,0
05039-970100-1,5.3,108.13,0.51,0.55,262,0.24,0,0.22,0,0.25,0.24,0.39,0.95,0.21,0.19,0.75,0.04,0.09,1986,0.73,0,0.16,0
05039-970100-2,1.9,255.83,0.46,0.74,211,0.25,0,0.4,0.1,0.24,0.22,0.33,0.54,0.12,0.16,0.41,0.02,0.09,1984,0.29,0.18,0.08,0
05039-970200-1,10.1,86.57,0.51,0.17,236,0.4,0,0.29,0.02,0.31,0.27,0.64,0.9,0.32,0.2,0.67,0.05,0.17,1980,0.58,0,0.09,0
05039-970200-2,5.2,192.6,0.39,0.02,296,0.45,0,0.14,0.03,0.5,0.26,0.58,0.82,0.31,0.22,0.73,0.11,0.05,1979,0.72,0.11,0.07,0
05039-970300-1,147.4,4.34,0.61,0.68,132,0.49,0,0.47,0,0.46,0.18,0.54,0.63,0.26,0.2,0.37,0.05,0.25,1977,0.37,0.14,0.18,0
05039-970300-2,321.2,2.37,0.67,0.8,143,0.61,0,0.14,0.06,0.23,0.19,0.3,0.75,0.51,0.32,0.81,0.13,0.02,1963,0.35,0,0,0
05039-970300-3,561.8,2.02,0.52,0.44,222,0.55,0,0.4,0.03,0.64,0.34,0.76,0.79,0.39,0.2,0.71,0,0.22,1976,0.48,0.33,0,0
05039-970300-4,154.1,5.15,0.5,0,104,0.29,0,0.3,0.13,0.25,0.02,0.6,0.42,0.08,0.17,0.31,0,0,1984,0.54,0.16,0.09,0
05039-970300-5,37.6,10.32,0.51,1,106,0.42,0,0.36,0,0,0.19,0,0.42,0.1,0.31,0.33,0,0,1983,0.51,0.46,0.06,0
05041-950100-1,2.8,450.52,0.51,0.35,409,0.3,0,0.3,0.01,0.2,0.29,0.43,0.66,0.3,0.22,0.62,0.03,0.09,1976,0.58,0.32,0.06,0
05041-950200-1,15.9,85.61,0.47,0.43,366,0.49,0,0.24,0.01,0.43,0.13,0.69,0.91,0.34,0.19,0.64,0.08,0.06,1978,0.77,0,0.08,0
05041-950200-2,1572.2,0.52,0.63,0.7,164,0.46,0,0.37,0.06,0.35,0.12,0.29,0.47,0.32,0.15,0.49,0.05,0.07,1978,0.7,0.01,0.25,0
05041-950200-3,2432,0.42,0.63,0,288,0.28,0.3,0.15,0,0.38,0.15,0.53,0.83,0.56,0.16,0.77,0.08,0.1,1970,0.29,0,0.14,0
05041-950200-4,15.9,46.74,0.5,0.55,249,0.34,0,0.38,0.03,0.42,0.27,0.47,0.97,0.23,0.17,0.59,0.08,0.2,1977,0.42,0.15,0.14,0
05041-950300-1,14.7,30.98,0.61,0.82,49,0.44,0,0.38,0.14,0.16,0.07,0.02,0.53,0.49,0.26,0.73,0.03,0,1984,0.24,0.26,0.25,0
05041-950300-2,92.7,9.97,0.55,0.95,201,0.27,0,0.25,0.1,0.31,0.24,0.44,0.58,0.31,0.2,0.61,0,0.01,1981,0.25,0.32,0.14,0
05041-950400-1,23.2,53.86,0.5,0.08,386,0.57,0,0.08,0,0.6,0.21,0.6,0.87,0.55,0.27,0.84,0.04,0.17,1976,0.58,0.21,0.1,0
05041-950400-2,777.1,1.19,0.54,0.07,175,0.24,0,0.21,0.07,0.24,0.21,0.09,0.54,0.27,0.36,0.71,0.03,0.04,1964,0.16,0.64,0.29,0
05041-950400-3,63.3,17.35,0.49,0.93,219,0.22,0.39,0.28,0.01,0.69,0.21,0.43,0.76,0.56,0.22,0.67,0.06,0.01,1973,0.21,0.08,0.05,0
05041-950500-1,18.6,34.82,0.53,0.46,167,0.37,0,0.23,0,0.29,0.14,0.53,0.71,0.32,0.28,0.61,0.02,0.02,1974,0.59,0.2,0.02,0
05041-950500-2,114.2,9.25,0.54,0.51,321,0.44,0.16,0.18,0.02,0.4,0.11,0.73,0.9,0.31,0.28,0.71,0.06,0.13,1976,0.48,0.04,0.02,0
05043-490100-1,3.9,107.1,0.52,0,135,0.19,0.41,0.36,0.05,0.15,0.22,0.15,0.93,0.38,0.21,0.88,0.06,0.18,1978,0.55,0,0.04,0
05043-490100-2,1.5,184.85,0.58,0,130,0.46,0,0.23,0,0.32,0.11,0.25,0.87,0.2,0.4,0.63,0,0.16,1980,0.71,0,0.02,0
05043-490100-3,11.9,119.71,0.54,0.27,403,0.42,0,0.24,0.02,0.34,0.18,0.47,0.86,0.4,0.32,0.67,0.09,0.05,1979,0.62,0.12,0.06,0
05043-490200-1,41.4,25.25,0.56,0.22,214,0.56,0,0.25,0,0.57,0,0.69,0.78,0.47,0.33,0.87,0,0.04,1977,0.52,0.04,0,0
05043-490200-2,62.6,13.54,0.48,0.56,395,0.56,0,0.39,0,0.46,0.17,0.65,0.69,0.22,0.18,0.52,0.07,0.22,1981,0.23,0.03,0.15,0
05043-490200-3,1129.9,0.41,0.47,0.79,147,0.25,0,0.55,0.07,0.22,0.05,0.09,0.56,0.06,0.43,0.3,0,0.05,1969,0.74,0,0,0
05043-490300-1,135.9,15.52,0.52,0.73,275,0.38,0,0.2,0.03,0.5,0.12,0.53,0.79,0.26,0.13,0.4,0,0.06,1991,0.77,0.23,0.1,0
05043-490300-2,319.5,6.18,0.42,0.05,458,0.71,0,0.22,0,0.67,0.1,0.48,0.8,0.4,0.19,0.59,0.21,0.04,1982,0.62,0.04,0.04,0
05043-490300-3,765.8,0.6,0.7,0.38,68,0.66,0,0.31,0,0.31,0.1,0.31,0.7,0.49,0.06,0.61,0,0.26,1985,0.94,0.36,0.21,0
05043-490300-4,771.7,1.16,0.44,0,250,0.72,0,0.11,0.02,0.76,0.27,0.75,0.79,0.32,0.09,0.52,0.15,0.19,1984,0.29,0,0.24,0.07
05043-490300-5,812,0.47,0.5,0,76,0.5,0.3,0.22,0,0.78,0.2,0.92,0.62,0.13,0.21,0.41,0,0.08,1993,0.59,0.29,0.19,0
05043-490400-1,22.1,43.94,0.55,0.15,320,0.55,0,0.3,0,0.48,0.37,0.59,0.68,0.32,0.18,0.5,0.04,0.12,1986,0.79,0.3,0.05,0
05043-490400-2,1991.6,0.62,0.62,0.51,293,0.43,0,0.26,0,0.55,0.07,0.4,0.62,0.42,0.31,0.49,0.04,0.1,1984,0.36,0.04,0.14,0.02
05043-490400-3,799.8,0.83,0.57,0.76,167,0.63,0,0.17,0.06,0.58,0.11,0.5,0.87,0.45,0.17,0.71,0.11,0.05,1969,0.43,0.03,0.15,0
05043-490500-1,9.7,91.97,0.56,0,276,0.4,0,0.27,0,0.28,0.07,0.61,0.84,0.41,0.27,0.72,0.02,0.14,1997,0.6,0,0.14,0
05043-490500-2,11,97.13,0.46,0.72,263,0.47,0,0.27,0,0.4,0.21,0.49,0.56,0.54,0.21,0.78,0.05,0.08,1989,0.49,0,0.05,0
05043-490500-3,16.5,111.56,0.49,0.07,632,0.49,0,0.17,0,0.47,0.27,0.68,0.93,0.44,0.2,0.76,0.04,0.13,1989,0.55,0,0.08,0
05043-490500-4,69.8,7.84,0.58,0.21,225,0.46,0,0.31,0,0.24,0.29,0.42,0.64,0.41,0.21,0.63,0,0,1964,0.31,0,0,0
05045-030101-1,47.6,24.27,0.57,0.16,382,0.41,0,0.25,0.01,0.69,0.33,0.6,0.83,0.37,0.2,0.81,0.06,0.27,1992,0.71,0.05,0.08,0
05045-030101-2,60.8,31.56,0.48,0.11,596,0.55,0,0.19,0.03,0.54,0.28,0.5,0.86,0.37,0.24,0.77,0.08,0.29,1989,0.66,0.17,0.04,0
05045-030102-1,201.2,7.13,0.52,0.08,369,0.52,0,0.27,0,0.54,0.38,0.54,0.81,0.5,0.2,0.73,0.08,0.1,1985,0.7,0.16,0.08,0
05045-030102-2,309,7.79,0.45,0.13,874,0.73,0,0.13,0.01,0.83,0.14,0.53,0.89,0.36,0.26,0.75,0.12,0.28,2000,0.83,0.12,0.1,0
05045-030102-3,168.9,14.88,0.48,0.19,483,0.47,0,0.18,0.01,0.63,0.14,0.68,0.79,0.46,0.17,0.75,0.07,0.25,1993,0.8,0.3,0.24,0
05045-030103-1,342.1,5.77,0.59,0.29,497,0.56,0.02,0.22,0.04,0.65,0.17,0.47,0.83,0.49,0.25,0.87,0.14,0.16,1993,0.61,0.5,0.2,0
05045-030103-2,108.8,17.01,0.49,0.09,560,0.78,0,0.13,0.02,0.73,0.23,0.65,0.88,0.54,0.34,0.85,0.12,0.26,2000,0.78,0,0.05,0
05045-030104-1,121.7,25.39,0.51,0.02,826,0.58,0,0.15,0.01,0.69,0.27,0.47,0.86,0.46,0.23,0.78,0.06,0.09,2003,0.91,0.36,0.07,0
05045-030104-2,199.5,11.77,0.5,0.15,533,0.58,0,0.16,0.02,0.69,0.31,0.57,0.94,0.58,0.22,0.83,0.14,0.09,1999,0.68,0.04,0.19,0
05045-030201-1,26.6,51.36,0.4,0.14,384,0.4,0,0.19,0.01,0.5,0.27,0.25,0.87,0.31,0.35,0.62,0.13,0.11,1995,0.84,0.02,0.09,0
05045-030201-2,42.6,42.53,0.5,0.23,523,0.48,0.03,0.22,0.01,0.45,0.24,0.54,0.87,0.53,0.37,0.75,0.12,0.22,1999,0.82,0.08,0.07,0
05045-030202-1,24.9,61.2,0.48,0.56,681,0.42,0,0.22,0.01,0.34,0.18,0.4,0.92,0.2,0.26,0.66,0.02,0.21,1989,0.82,0.21,0.11,0
05045-030202-2,23.3,43.24,0.38,0.27,337,0.51,0,0.21,0.01,0.47,0.21,0.83,0.83,0.33,0.31,0.63,0.07,0.05,1998,0.77,0,0.04,0
05045-030301-1,121.9,9.71,0.52,0.36,270,0.6,0,0.19,0.02,0.51,0.07,0.56,0.88,0.53,0.24,0.79,0.25,0.22,1988,0.55,0.24,0.07,0
05045-030301-2,374.6,2.73,0.62,0.2,371,0.67,0.13,0.19,0.01,0.58,0.3,0.41,0.69,0.37,0.22,0.58,0.09,0.17,1977,0.9,0,0.08,0
05045-030301-3,278.1,11.95,0.5,0.16,1002,0.64,0,0.18,0.01,0.74,0.22,0.57,0.85,0.44,0.31,0.67,0.18,0.08,2001,0.75,0.25,0.07,0
05045-030302-1,77.1,19.03,0.5,0.09,467,0.56,0,0.16,0,0.43,0.2,0.58,0.85,0.48,0.22,0.85,0.13,0.27,1986,0.66,0,0.14,0
05045-030302-2,511.8,5.16,0.58,0.12,755,0.65,0,0.16,0.02,0.59,0.25,0.54,0.84,0.47,0.27,0.73,0.07,0.07,2002,0.48,0.09,0.1,0
05045-030302-3,320.3,6.32,0.46,0.33,677,0.79,0,0.11,0.01,0.62,0.19,0.75,1,0.4,0.23,0.75,0.15,0.08,2000,0.35,0.53,0.09,0
05045-030303-1,52.3,42.95,0.48,0.24,555,0.51,0,0.21,0.03,0.49,0.26,0.24,0.72,0.56,0.23,0.8,0.11,0.12,1999,0.83,0.48,0.03,0
05045-030303-2,78.1,14.61,0.46,0.1,366,0.46,0,0.17,0,0.68,0.23,0.43,0.92,0.52,0.26,0.82,0.08,0.06,1988,0.6,0,0.18,0
05045-030303-3,84.3,20.37,0.41,0.22,650,0.58,0,0.24,0,0.57,0.18,0.54,0.82,0.38,0.45,0.69,0.08,0.11,1995,0.8,0.43,0.16,0
05045-030401-1,361.5,6.65,0.47,0.07,816,0.8,0,0.17,0.06,0.64,0.39,0.74,0.99,0.36,0.26,0.82,0.12,0.27,1987,0.48,0.36,0.05,0
05045-030401-2,51,9.77,0.54,0.32,213,0.5,0,0.41,0,0.41,0.28,0,0.75,0.3,0.3,0.48,0,0.25,1984,0.69,0.14,0.19,0
05045-030402-1,125.2,10.36,0.5,0.24,368,0.5,0,0.1,0.01,0.7,0.14,0.46,1,0.47,0.24,0.83,0.11,0.18,1999,0.8,0.4,0.12,0
05045-030402-2,292.2,10.33,0.55,0.52,1040,0.6,0,0.19,0.01,0.76,0.18,0.48,0.94,0.32,0.22,0.76,0.1,0.15,1993,0.67,0.39,0.18,0
05045-030403-1,374.2,4.05,0.53,0.53,191,0.63,0,0.3,0.08,0.74,0.18,0.49,0.74,0.24,0.2,0.63,0.02,0.08,2001,0.83,0.31,0.11,0
05045-030403-2,864.3,2.31,0.58,0.23,372,0.53,0,0.22,0.02,0.65,0.18,0.49,0.77,0.32,0.35,0.61,0.1,0.11,2004,0.67,0.5,0.12,0
05045-030404-1,1153.7,1.37,0.48,0.17,333,0.67,0,0.13,0.04,0.82,0.16,0.79,0.95,0.48,0.28,0.61,0.03,0.06,1990,0.49,0.03,0.04,0.02
05045-030404-2,290,3.36,0.47,0.34,299,0.67,0,0.15,0,0.61,0.24,0.55,1,0.34,0.22,0.65,0.09,0.12,1992,0.61,0,0.26,0
05045-030502-1,3407.8,0.3,0.55,0.07,158,0.7,0,0.16,0,0.55,0.33,0.17,0.92,0.34,0.27,0.69,0.36,0.06,1987,0.6,0.23,0.29,0
05045-030502-2,3142.5,0.49,0.44,0.27,60,0.76,0,0.25,0.04,0.52,0.07,0.5,0.81,0.18,0.14,0.3,0.08,0.18,1998,0.78,0.11,0.16,0
05045-030502-3,848.5,0.64,0.6,0.53,51,0.53,0,0.16,0.02,0.45,0.2,0.18,0.6,0.06,0.08,0.32,0,0.06,1990,0.89,0.08,0,0
05045-030502-4,4787.3,0.27,0.62,0.57,227,0.66,0,0.2,0.03,0.63,0.25,0.54,0.88,0.47,0.09,0.62,0.03,0.15,1998,0.41,0.12,0.16,0
05045-030503-1,3026.9,0.52,0.56,0.07,506,0.88,0,0.05,0,0.61,0.15,0.71,1,0.57,0.36,0.95,0.16,0.18,1996,0.27,0,0,0
05045-030503-2,12915.8,0.17,0.39,0,247,0.59,0,0.11,0,0.86,0.07,0.26,0.86,0.36,0.12,0.51,0.07,0.07,2008,0.78,0,0.08,0
05045-030503-3,568,2.96,0.34,0,164,0.7,0,0.1,0.02,0.7,0.09,0.64,0.84,0.27,0.21,0.45,0.08,0.06,2004,0.75,0.21,0.09,0
05045-030504-1,2426.7,0.76,0.68,0.63,408,0.82,0,0.25,0,0.56,0.12,0.71,0.92,0.45,0.27,0.83,0.03,0.14,2003,0.25,0.08,0.16,0
05045-030504-2,4362.7,0.42,0.55,0.55,268,1,0,0.08,0,1,0.2,0.87,0.83,0.6,0.35,0.83,0.12,0.14,2010,0.65,0.09,0.1,0
05045-030504-3,3647.8,0.58,0.57,0.13,692,0.98,0,0.06,0,0.87,0,0.83,0.92,0.6,0.38,0.88,0,0.08,2006,0.35,0,0,0
05045-030504-4,240.6,4.48,0.6,0,255,0.85,0,0.21,0,0.75,0.44,0.74,0.89,0.31,0.28,0.68,0.1,0.26,2010,0.49,0.24,0.06,0
05045-030600-1,3013.5,0.84,0.45,0.03,674,0.81,0,0.1,0.02,0.83,0.2,0.52,0.84,0.33,0.27,0.77,0.09,0.24,1992,0.44,0.51,0.04,0
05045-030600-2,2143.9,0.52,0.56,0.59,406,0.74,0,0.34,0.06,0.63,0.56,0.72,0.9,0.26,0.26,0.75,0,0.31,1984,0.42,0.52,0,0.04
05045-030600-3,3441.6,0.45,0.49,0.37,258,0.64,0,0.27,0.05,0.47,0.12,0.55,0.9,0.54,0.34,0.59,0.09,0.07,1976,0.38,0.18,0.02,0
05045-030701-1,4249.9,0.41,0.55,0.75,177,0.49,0,0.26,0.03,0.57,0.08,0.4,0.62,0.1,0.23,0.34,0.08,0.03,1980,0.55,0.25,0.03,0.07
05045-030701-2,2959.8,0.55,0.55,0.51,93,0.26,0,0.02,0.04,0.72,0.06,0.35,0.75,0.23,0.05,0.71,0.1,0.19,1975,0.52,0.14,0.01,0
05045-030702-1,3403.1,0.61,0.54,0.63,97,0.41,0,0.35,0.01,0.45,0.18,0.42,0.77,0.46,0.26,0.63,0.02,0.04,1994,0.78,0.29,0.11,0.01
05045-030702-2,3343.7,0.31,0.38,0.21,115,0.63,0,0.34,0.02,0.8,0.13,0.5,0.98,0.54,0.21,0.43,0.03,0.37,1965,0.37,0.03,0.01,0
05045-030702-3,3592.7,0.32,0.56,0.61,149,0.62,0,0.32,0.02,0.78,0.15,0.61,0.6,0.18,0.22,0.43,0.06,0.05,1980,0.41,0.33,0.13,0
05045-030800-1,4663.3,0.19,0.66,0.84,95,0.64,0,0.26,0,0.72,0.12,0.7,0.8,0.14,0.12,0.27,0.02,0.1,1992,0.46,0.21,0.12,0
05045-030800-2,2155.6,0.38,0.59,0.54,77,0.63,0,0.19,0,0.21,0.33,0.21,0.63,0.21,0.14,0.41,0.04,0.28,1994,0.69,0.28,0.08,0
05045-030800-3,5607.3,0.38,0.65,0,0,0,0,0,0.06,0,0,0.2,1,0,0,0,0,0,1995,0,0,0.12,0
05045-030800-4,854.4,0.74,0.57,0.34,260,0.74,0,0.21,0,0.52,0.32,0.55,0.81,0.18,0.31,0.57,0.03,0.31,1996,0.17,0,0.03,0
05045-030800-5,2733.2,0.45,0.48,0.33,111,0.43,0,0.25,0.01,0.69,0.21,0.43,0.65,0.4,0.23,0.63,0.04,0.1,1992,0.56,0.27,0.04,0.09
