key,population_den,area,female_per,children_living_with_single_parents,owner_occupied,some_college_more,dropped_out_schoolOrCollege,sep_wid_div,unemp,debt_housing_units,housing_retirement_income,females_per_tier1_jobs,household_income_less_than_20k,household_size_greater_than_equal_3,age_35_to_54,family_household,household_self_emp,hh_dividends,yr_built,electricity_cost_per,gross_rent,pool_publicTransport,bike
05093-010900-2,180.6,3.75,0.4,0.67,81,0.22,0,0.21,0.1,0.12,0.11,0.37,0.59,0.5,0.22,0.65,0.09,0.02,1974,0.34,0.11,0.24,0
05093-010900-3,9.4,80.72,0.3,0.33,160,0.28,0,0.37,0.03,0.23,0.02,0.44,0.72,0.24,0.37,0.46,0,0.07,1976,0.55,0.21,0.2,0
05093-011000-1,318.2,3.71,0.46,0.57,223,0.3,0.3,0.29,0.13,0.25,0.33,0.63,0.66,0.3,0.12,0.57,0.02,0.01,1981,0.48,0.12,0.1,0
05093-011000-2,323.9,0.8,0.55,1,76,0.48,0,0.55,0.32,0,0.24,1,0.75,0.25,0.3,0.76,0.25,0,1975,0.6,0,0,0
05093-011000-3,983.8,0.68,0.51,1,71,0.21,0,0.19,0.13,0.35,0.06,0.18,0.47,0.11,0.23,0.51,0,0,1976,0.35,0.48,0.46,0
05093-011000-4,379.3,3.99,0.55,0.81,185,0.3,0,0.21,0.14,0.15,0.13,0.31,0.87,0.38,0.26,0.91,0.11,0.03,1964,0.49,0.17,0.23,0
05093-011100-1,25.8,15.99,0.52,1,149,0.46,0,0.23,0,0.49,0.28,0.55,0.71,0.16,0.21,0.68,0.35,0.14,1962,0.08,0.4,0.18,0
05093-011100-2,620.8,4.84,0.48,0.58,501,0.42,0.03,0.24,0.03,0.74,0.17,0.43,0.88,0.54,0.22,0.73,0.02,0.07,1984,0.56,0.01,0.1,0
05093-011200-1,46,24.48,0.48,0.36,310,0.56,0.04,0.24,0.02,0.71,0.21,0.47,0.97,0.46,0.2,0.68,0.06,0.07,1979,0.55,0.03,0.13,0
05093-011200-2,11.1,89.66,0.5,0.63,204,0.31,0.18,0.34,0.1,0.38,0.09,0.36,0.8,0.32,0.22,0.62,0.11,0.18,1983,0.81,0.15,0.22,0
05093-011300-1,14.9,35.12,0.45,0.54,110,0.41,0.09,0.11,0.04,0.3,0.1,0.26,0.88,0.58,0.33,0.88,0.29,0.04,1981,0.54,0.24,0.23,0
05093-011300-2,11.4,104.07,0.46,0.46,323,0.36,0.08,0.32,0.09,0.39,0.19,0.56,0.73,0.28,0.25,0.55,0.05,0.08,1985,0.35,0.22,0.09,0
05093-011400-1,328.4,2.8,0.51,0.2,157,0.47,0,0.42,0,0.68,0.08,0.12,0.84,0.47,0.2,0.53,0.15,0.1,1980,0.31,0.3,0.13,0
05093-011400-2,129.8,4.98,0.51,0.34,194,0.44,0,0.35,0,0.45,0.14,0.48,0.79,0.25,0.33,0.56,0,0.02,1977,0.49,0.36,0.13,0
05093-011400-3,44,4.94,0.79,0,0,0.65,1,0.19,0,0,0.64,0.04,0.82,0.01,0.3,0.52,0,0.26,1956,0.28,0.18,0,0
05095-950100-1,52.1,8.74,0.42,1,89,0.47,0,0.47,0.02,0.39,0.15,0.19,0.54,0.22,0.16,0.47,0.06,0,1974,0.53,0.21,0.35,0
05095-950100-2,38.2,18.61,0.68,0.33,150,0.45,0,0.13,0.22,0.47,0.25,0.23,0.95,0.29,0.31,0.63,0.29,0.07,1980,0.68,0,0.04,0
05095-950100-3,17,75.53,0.49,0.33,315,0.26,0,0.37,0.06,0.31,0.28,0.23,0.61,0.19,0.34,0.43,0.07,0.13,1976,0.7,0.28,0.14,0
05095-950100-4,378.1,1.89,0.48,1,242,0.29,0,0.2,0.02,0.19,0.1,0.34,0.64,0.14,0.11,0.51,0.13,0.25,1965,0.21,0,0.2,0
05095-950200-1,13.5,106.41,0.52,0.32,340,0.42,0,0.3,0.06,0.39,0.33,0.62,0.72,0.24,0.2,0.59,0.14,0.16,1983,0.57,0.04,0.08,0
05095-950200-2,17.1,43.99,0.55,0.03,188,0.46,0,0.26,0,0.41,0.4,0.4,0.59,0.14,0.24,0.54,0.1,0.05,1973,0.47,0.12,0.13,0
05095-950300-1,4.2,182.29,0.56,0.88,198,0.44,0,0.26,0.04,0.23,0.21,0.23,0.77,0.35,0.16,0.6,0.09,0.18,1982,0.51,0.24,0.24,0
05095-950300-2,4.6,170.01,0.45,0,269,0.36,0,0.29,0,0.37,0.15,0.53,0.95,0.12,0.16,0.57,0.2,0.21,1984,0.41,0.18,0,0
05097-953000-1,11,91.99,0.5,0.57,400,0.54,0,0.19,0.06,0.57,0.23,0.49,0.72,0.23,0.12,0.76,0.21,0.3,1990,0.54,0.24,0,0
05097-953000-2,188.9,6.67,0.51,0.05,383,0.57,0,0.22,0.02,0.36,0.4,0.39,0.75,0.18,0.19,0.72,0.07,0.34,1991,0.37,0.22,0.03,0
05097-953000-3,18.1,23.13,0.46,0,152,0.51,0,0.1,0,0.38,0.51,0.12,0.84,0.23,0.25,0.82,0.2,0.47,1984,0.56,0,0,0
05097-953000-4,12.6,27.92,0.57,0.05,135,0.64,0,0.16,0,0.42,0.23,0.61,0.79,0.35,0.23,0.74,0.09,0.3,1994,0.7,0,0.2,0
05097-953100-1,10.1,130.56,0.51,0.28,381,0.53,0,0.29,0.03,0.34,0.25,0.38,0.74,0.44,0.25,0.77,0.15,0.22,1982,0.39,0.27,0.37,0
05097-953100-2,4.9,140.08,0.51,0.09,284,0.57,0,0.31,0.01,0.41,0.38,0.61,0.68,0.18,0.23,0.56,0.16,0.12,1990,0.46,0,0.06,0
05097-953200-1,14.1,121.66,0.45,0.32,547,0.49,0,0.23,0.08,0.44,0.17,0.52,0.75,0.3,0.25,0.78,0.15,0.16,1986,0.54,0,0.1,0
05097-953200-2,16.7,58.64,0.53,0.24,317,0.43,0.29,0.33,0.08,0.23,0.27,0.51,0.69,0.33,0.23,0.66,0.16,0.09,1982,0.41,0.15,0.07,0
05097-953200-3,4.3,179.81,0.46,0.65,322,0.4,0,0.38,0.03,0.26,0.21,0.33,0.74,0.28,0.27,0.6,0.12,0.21,1984,0.34,0,0.35,0
05099-090100-1,4.5,125.96,0.5,1,136,0.22,0,0.18,0.02,0.05,0.41,0.42,0.63,0.41,0.27,0.82,0,0.18,1982,0.47,0,0.2,0
05099-090100-2,11.8,87.35,0.45,0.07,309,0.38,0,0.32,0.06,0.32,0.27,0.24,0.85,0.22,0.23,0.71,0.1,0.13,1987,0.59,0,0.15,0
05099-090100-3,13.3,67.25,0.4,0.25,271,0.41,0.35,0.24,0.07,0.33,0.17,0.33,0.82,0.4,0.32,0.76,0.15,0.16,1973,0.57,0.04,0.12,0
05099-090200-1,349.9,5,0.42,0.51,327,0.37,0,0.43,0.02,0.21,0.16,0.48,0.78,0.28,0.18,0.49,0.11,0.03,1961,0.37,0.17,0.27,0
05099-090200-2,147.2,8.09,0.55,0.81,203,0.38,0,0.27,0,0.3,0.27,0.37,0.57,0.47,0.2,0.68,0,0.04,1957,0.44,0.58,0,0
05099-090200-3,11.1,129.93,0.7,0.56,361,0.5,0,0.3,0.05,0.37,0.18,0.7,0.9,0.3,0.28,0.72,0.02,0.08,1986,0.43,0,0.2,0
05099-090300-1,7.6,84.64,0.54,0.48,215,0.37,0,0.32,0.02,0.55,0.08,0.54,0.74,0.48,0.34,0.77,0.03,0.02,1974,0.54,0,0.38,0
05099-090300-2,7.5,109.58,0.41,0.18,263,0.44,0,0.38,0.08,0.26,0.29,0.36,0.63,0.26,0.38,0.57,0.09,0.17,1980,0.66,0,0.18,0
05101-180100-1,24.3,33.8,0.51,0.05,193,0.62,0,0.36,0.02,0.44,0.19,0.39,0.65,0.14,0.15,0.53,0.11,0.1,1976,0.64,0.28,0.04,0
05101-180100-2,22.5,78.32,0.52,0.43,584,0.47,0,0.26,0.06,0.51,0.17,0.38,0.81,0.31,0.19,0.77,0.3,0.16,1977,0.49,0.09,0.15,0
05101-180100-3,8.5,119.92,0.53,0,255,0.46,0.65,0.19,0,0.41,0.25,0.32,0.92,0.43,0.29,0.78,0.2,0.08,1982,0.65,0.18,0.02,0
05101-180200-1,8.7,159.64,0.51,0.03,353,0.43,0,0.24,0.01,0.32,0.16,0.33,0.83,0.24,0.2,0.71,0.13,0.09,1979,0.35,0.03,0.07,0
05101-180200-2,12.5,100.53,0.43,0.57,449,0.58,0,0.35,0,0.61,0.26,0.71,0.85,0.14,0.27,0.48,0.17,0.19,1984,0.34,0.15,0.09,0
05101-180200-3,3.4,328.86,0.51,0.04,354,0.3,0,0.17,0.02,0.26,0.35,0.84,0.72,0.23,0.15,0.72,0.26,0.2,1975,0.23,0.05,0.06,0
05103-950101-1,247.5,6.3,0.54,0.43,404,0.54,0,0.29,0.04,0.54,0.25,0.35,0.91,0.44,0.18,0.72,0.08,0.1,1970,0.49,0.06,0.1,0
05103-950101-2,22,28.53,0.5,0.41,239,0.52,0,0.19,0,0.71,0.21,0.65,0.76,0.29,0.37,0.66,0,0.2,1982,0.34,1,0.26,0
05103-950102-1,404.3,2.47,0.54,0.27,238,0.45,0,0.26,0.01,0.41,0.1,0.38,0.72,0.39,0.32,0.72,0.03,0.05,1956,0.26,0,0.04,0
05103-950102-2,2.4,107.13,0.49,0,139,0.19,0,0.09,0,0.53,0,1,1,0,0.23,0.89,0,0.24,1994,0.4,0,0,0
05103-950102-3,16.4,29.74,0.64,0,161,0.25,0,0.35,0,0.16,0.13,0.19,0.71,0.12,0.33,0.43,0.07,0.12,1976,0.49,0.32,0.12,0
05103-950102-4,32.1,32.42,0.45,0,354,0.48,0,0.31,0.04,0.33,0.46,0.52,0.81,0.13,0.11,0.63,0.04,0.22,1979,0.39,0,0,0
05103-950200-1,13.4,97.61,0.49,0.22,402,0.69,0,0.2,0.01,0.49,0.13,0.62,0.84,0.15,0.24,0.76,0.13,0.23,1980,0.33,0.42,0.14,0
05103-950200-2,10.3,115.35,0.52,0.05,413,0.43,0.06,0.46,0,0.22,0.22,0.74,0.74,0.23,0.26,0.49,0,0.12,1979,0.37,0.18,0.01,0
05103-950301-1,12,60.83,0.51,0.09,262,0.54,0,0.19,0.14,0.07,0.69,0.08,0.89,0.17,0.42,0.75,0.03,0.07,1985,0.39,0.05,0.02,0
05103-950301-2,13.2,71.28,0.54,0,336,0.4,0,0.15,0.13,0.24,0.21,0.62,0.79,0.21,0.32,0.74,0.17,0.21,1982,0.48,0.32,0.29,0
05103-950302-1,129.7,5.67,0.54,0.49,150,0.27,0,0.18,0,0.26,0.36,0.31,0.69,0.22,0.15,0.7,0.15,0.06,1956,0.45,0.07,0.15,0
05103-950302-2,64.5,17.71,0.58,0,228,0.55,0,0.28,0.02,0.27,0.42,0.76,0.92,0.65,0.33,1,0.04,0.22,1985,0.31,0,0,0
05103-950302-3,10,129.09,0.45,0.48,394,0.39,0,0.27,0.01,0.26,0.46,0.26,0.97,0.38,0.23,0.85,0.26,0.05,1987,0.53,0.04,0.07,0
05103-950400-1,609.2,1.3,0.58,1,55,0.37,0,0.29,0.01,0.46,0.08,0.5,0.54,0.27,0.24,0.59,0.03,0.01,1962,0.53,0.25,0.09,0
05103-950400-2,881.8,1.83,0.49,0.36,544,0.62,0,0.24,0.03,0.67,0.34,0.77,0.91,0.39,0.26,0.68,0.21,0.11,1972,0.33,0.14,0,0
05103-950400-3,2623.2,0.32,0.66,0.63,91,0.39,0,0.38,0.08,0.48,0.15,0.73,0.84,0.52,0.32,0.8,0,0,1967,0.53,0,0,0
05103-950500-1,413.5,4,0.55,0.48,527,0.46,0,0.31,0.03,0.54,0.24,0.22,0.9,0.28,0.22,0.65,0.04,0.08,1970,0.41,0,0.04,0
05103-950500-2,1479.7,0.88,0.59,0.58,411,0.52,0,0.27,0.03,0.7,0.17,0.37,0.82,0.33,0.24,0.67,0.01,0.07,1959,0.33,0,0.03,0
05103-950500-3,166.8,6.22,0.49,1,202,0.43,1,0.22,0.08,0.23,0.1,0.28,0.67,0.23,0.28,0.52,0.12,0.02,1973,0.31,0.03,0,0
05103-950600-1,801.6,0.54,0.39,0,125,0.55,0,0.55,0,0.54,0.33,1,1,0.41,0.14,0.41,0.31,0,1961,0.51,0,0,0
05103-950600-2,155.8,0.36,0.39,0,37,0.66,0,0.73,0,0,0.61,0,0.27,0,0,0,0.27,0.27,0,0,1,0,0
05103-950600-3,392.6,0.73,0.69,0,55,0.45,0,0.79,0,0,0.24,0.31,0.48,0,0.54,0,0,0.08,1974,0.35,0.14,0,0
05103-950600-4,2016.2,0.45,0.24,1,103,0.77,0,0.2,0,0.19,0.09,1,0.24,0.42,0,0.83,0,0,1982,0.52,0,0,0
05103-950600-5,109,8.26,0.39,0.75,153,0.3,0,0.48,0.01,0.69,0.32,0.15,0.7,0.18,0.11,0.3,0,0.04,1966,0.78,0.53,0.24,0
05103-950600-6,199,3.7,0.49,0,232,0.38,0,0.29,0.05,0.62,0.1,0.92,0.72,0.09,0.17,0.43,0.04,0.1,1963,0.33,0.34,0,0
05105-952700-1,32.6,33.6,0.56,0.03,429,0.57,0,0.23,0.01,0.67,0.47,0.49,0.94,0.27,0.25,0.72,0.01,0.2,2001,0.87,0,0.01,0
05105-952700-2,52.9,34.73,0.4,0.84,403,0.39,0.28,0.15,0.04,0.36,0.13,0.56,0.94,0.59,0.29,0.93,0.04,0.11,1990,0.75,0.07,0.2,0
05105-952700-3,61.3,22.48,0.51,0.81,388,0.43,0,0.37,0.01,0.47,0.43,0.43,0.84,0.27,0.16,0.67,0.14,0.2,1980,0.65,0.21,0.12,0
05105-952700-4,24.2,36.74,0.47,0,237,0.5,0,0.19,0,0.41,0.15,0.7,0.75,0.5,0.25,0.68,0.12,0.06,1993,0.78,0.19,0.1,0
05105-952800-1,331,2.17,0.57,0.23,138,0.48,0,0.41,0.01,0.53,0.2,0.46,0.88,0.42,0.33,0.77,0.06,0.09,1978,0.45,0.11,0,0
05105-952800-2,7.1,97.12,0.48,0,233,0.73,0,0.11,0.01,0.55,0.45,0.3,0.7,0.39,0.19,0.82,0.04,0.44,1985,0.86,0,0,0
05105-952800-3,35,45.61,0.47,0.39,483,0.32,0.04,0.31,0.04,0.31,0.3,0.49,0.71,0.39,0.27,0.67,0.07,0.06,1986,0.57,0.02,0.03,0
05105-952900-1,3.7,220.79,0.57,0.1,190,0.62,0,0.1,0.01,0.42,0.39,0.48,0.84,0.38,0.24,0.83,0.08,0.09,1984,0.56,0,0,0
05105-952900-2,17.7,58.13,0.51,0.16,405,0.51,0,0.24,0.02,0.32,0.31,0.37,0.81,0.27,0.35,0.69,0.23,0.13,1980,0.49,0.08,0.07,0
05107-480100-1,18.5,33.73,0.49,0.27,126,0.68,0,0.2,0.04,0.34,0.4,0.5,0.53,0.26,0.27,0.69,0.29,0.21,1987,0.38,0.24,0.12,0
05107-480100-2,602.4,0.98,0.49,0.85,178,0.82,0,0.29,0.04,0.48,0.2,0.82,0.9,0.21,0.16,0.4,0.05,0.07,1964,0.41,0,0,0
05107-480100-3,536.6,1.42,0.48,0.18,163,0.56,0,0.4,0,0.66,0.33,0.4,0.75,0.29,0.2,0.67,0.33,0.28,1973,0.47,0.53,0.11,0
05107-480100-4,1084.8,0.51,0.77,1,0,0.41,0,0.28,0.36,0,0,0.9,0.6,0.52,0.27,0.79,0.12,0,1976,0,0.57,0.27,0
05107-480201-1,23.8,42.43,0.53,0.93,286,0.55,0,0.25,0,0.22,0.26,0.67,0.81,0.23,0.27,0.65,0.05,0.15,1976,0.25,0.14,0.02,0
05107-480201-2,8.2,75.34,0.39,0,153,0.31,0,0.23,0.09,0.15,0.26,0.46,0.5,0.38,0.2,0.69,0.15,0.12,1971,0.21,0.15,0.1,0
05107-480201-3,116.3,6.63,0.62,0.69,114,0.51,0,0.3,0.15,0.13,0.43,0.42,0.79,0.36,0.26,0.67,0.1,0.13,1972,0.45,0.1,0.1,0
05107-480202-1,21.6,63.92,0.49,0.28,297,0.77,0,0.2,0,0.49,0.19,0.41,0.85,0.43,0.26,0.92,0.05,0.08,1975,0.13,0,0,0
05107-480202-2,8.8,79.58,0.5,0,259,0.27,0,0.12,0,0.29,0.38,0.23,0.9,0.26,0.14,0.57,0.11,0.12,1975,0.38,0,0,0
05107-480202-3,41.1,9.25,0.6,0.94,109,0.34,0,0.2,0.06,0.13,0.24,0.26,0.9,0.12,0.25,0.62,0,0.02,1973,0.15,0.14,0.03,0
05107-480300-1,453.8,1.16,0.51,0.89,134,0.58,0,0.36,0.04,0.17,0.16,0.52,0.56,0.33,0.03,0.47,0.1,0.47,1959,0.45,0.21,0,0
05107-480300-2,567.6,0.54,0.64,0,128,0.63,0,0.47,0,0.19,0.22,0.82,0.53,0.05,0.3,0.17,0,0.22,1961,0.15,0,0,0
05107-480300-3,1129.6,0.37,0.44,0,31,0.28,0,0.16,0,0.97,0.01,0.6,0.29,0.8,0.38,0.81,0,0,1975,0,0.27,0,0
05107-480300-4,3267.3,0.5,0.55,1,169,0.41,0,0.21,0.28,0.09,0.26,0.54,0.72,0.4,0.17,0.84,0.3,0.22,1973,0.25,0.38,0.14,0
05107-480300-5,739.5,1.86,0.57,0.81,126,0.55,0,0.28,0.11,0.38,0.12,0.51,0.55,0.36,0.06,0.67,0.04,0.04,1978,0.47,0.05,0.2,0
05107-480300-6,133.9,6.69,0.49,1,299,0.43,0,0.18,0.02,0.57,0.24,0.14,0.73,0.26,0.42,0.71,0,0,1976,0.43,0,0,0
05107-480400-1,832.7,1.03,0.66,1,94,0.41,0,0.25,0.11,0.47,0.49,0.77,0.34,0.15,0.2,0.35,0,0.13,1974,0.58,0.34,0.25,0
05107-480400-2,82.4,5.53,0.38,0.47,66,0.55,0,0.13,0.07,0.47,0.19,0.33,0.4,0.35,0.21,0.54,0,0,1971,0.52,0.39,0.16,0
05107-480400-3,121.7,1.08,0.35,0,20,0.28,0,0.61,0,0,0.27,0.44,0.4,0.05,0.42,0.11,0,0.11,1969,0.45,0.38,0.14,0.11
05107-480500-1,1217.1,0.43,0.49,1,142,0.46,0,0.46,0,0.15,0.32,0.33,0.62,0.14,0.16,0.34,0,0.02,1973,0.19,0.23,0.56,0
05107-480500-2,1200.9,0.2,0.58,0,25,0.26,0,0.22,0.16,0.12,0.23,0.12,0.4,0.14,0.31,0.17,0,0.07,1978,0.01,0.31,0.06,0
05107-480500-3,136.3,5.65,0.63,0.71,103,0.25,0,0.21,0.1,0.48,0.09,0.24,0.69,0.43,0.21,0.71,0.06,0.03,1975,0.29,0.29,0.13,0
05107-480600-1,236.9,3.2,0.49,0.47,218,0.5,0,0.29,0.2,0.24,0.18,0.36,0.63,0.16,0.22,0.6,0.21,0.18,1975,0.43,0.2,0.1,0
05107-480600-2,1.8,348.31,0.56,0.69,82,0.52,0,0.32,0.07,0.23,0.53,0.81,0.64,0.28,0.23,0.62,0.05,0.11,1982,0.34,0.12,0.16,0
05109-953300-1,418.8,2.38,0.58,0.55,277,0.51,0,0.32,0.02,0.43,0.12,0.22,0.74,0.23,0.22,0.54,0.07,0.06,1987,0.69,0.02,0.17,0
05109-953300-2,91.1,14.3,0.52,0.37,384,0.43,0.08,0.2,0.01,0.46,0.26,0.31,0.7,0.3,0.25,0.64,0.18,0.14,1984,0.56,0.46,0.11,0
05109-953300-3,10,133.4,0.48,0.02,316,0.57,0,0.12,0.04,0.57,0.27,0.77,0.96,0.66,0.25,0.81,0.19,0.16,1992,0.48,0,0.21,0
05109-953400-1,9.9,111.43,0.5,0.1,302,0.48,0,0.13,0.01,0.35,0.23,0.66,0.86,0.42,0.26,0.79,0.16,0.28,1991,0.79,0.08,0.09,0
05109-953400-2,8.5,122.63,0.52,0.11,377,0.37,0,0.14,0.01,0.26,0.32,0.39,0.82,0.38,0.27,0.83,0.16,0.12,1985,0.6,0.21,0.03,0
05109-953500-1,11.1,54.26,0.47,0.43,241,0.43,0,0.26,0.01,0.16,0.12,0.32,0.73,0.23,0.24,0.62,0.2,0.15,1974,0.47,0.09,0.09,0
05109-953500-2,19.4,69.44,0.52,0.1,403,0.57,0,0.17,0.02,0.28,0.21,0.46,0.8,0.46,0.27,0.74,0.23,0.13,1969,0.34,0.1,0.22,0
05109-953500-3,30.4,46.5,0.49,0.27,440,0.49,0,0.19,0.05,0.45,0.21,0.3,0.74,0.38,0.28,0.76,0.06,0.14,1976,0.37,0.18,0.12,0
05109-953500-4,24,45.99,0.47,0.05,362,0.6,0,0.32,0,0.35,0.21,0.53,0.79,0.32,0.17,0.52,0.17,0.13,1981,0.46,0.07,0.14,0
05111-490100-1,7,70.95,0.52,0,191,0.31,0,0.25,0.07,0.25,0.19,0.2,0.75,0.22,0.18,0.59,0.06,0.18,1986,0.55,0,0.12,0
05111-490100-2,9.4,75.33,0.57,0.18,207,0.42,0,0.23,0,0.45,0.16,0.5,0.76,0.54,0.34,0.73,0.03,0.13,1974,0.66,0.21,0.12,0
05111-490100-3,182.8,5.3,0.51,0.56,198,0.21,0,0.21,0.05,0.53,0.18,0.41,0.7,0.37,0.21,0.74,0.07,0.09,1981,0.44,0.05,0.09,0
05111-490100-4,140.9,5.02,0.49,0.15,165,0.44,0,0.32,0.03,0.27,0.19,0.59,0.73,0.39,0.27,0.64,0.02,0.15,1972,0.6,0.27,0.05,0
05111-490100-5,1714.6,0.54,0.45,0.21,227,0.36,0,0.21,0.04,0.55,0.23,0.6,0.89,0.42,0.32,0.58,0.09,0.13,1973,0.29,0.1,0.09,0
05111-490200-1,5.4,145.06,0.56,0,219,0.36,0,0.3,0,0.46,0.19,0.55,0.79,0.29,0.18,0.63,0.19,0.12,1979,0.43,0,0.1,0
05111-490200-2,19.8,32.54,0.47,0.31,232,0.39,0,0.25,0,0.34,0.23,0.21,0.8,0.4,0.23,0.7,0.32,0.12,1980,0.36,0,0.18,0
05111-490300-1,233.5,4.88,0.58,0.16,159,0.39,0,0.32,0.02,0.44,0.07,0.37,0.56,0.37,0.29,0.57,0.05,0.11,1979,0.5,0.15,0.07,0
05111-490300-2,307.2,4.91,0.57,0.81,392,0.15,0.46,0.53,0.02,0.35,0.13,0.28,0.43,0.25,0.17,0.38,0.13,0.07,1973,0.5,0.33,0.26,0
05111-490300-3,2405.4,0.22,0.56,1,84,0.33,0,0.19,0,0.19,0.14,0.27,0.8,0.29,0.26,0.64,0.13,0.04,1957,0.31,0.24,0,0
05111-490400-1,642.4,2.44,0.58,0.5,497,0.42,0,0.25,0.01,0.53,0.17,0.55,0.76,0.36,0.2,0.79,0.08,0.13,1984,0.45,0.35,0.1,0
05111-490400-2,958,1.58,0.53,0.47,304,0.27,0,0.39,0.01,0.36,0.08,0.3,0.54,0.3,0.22,0.5,0.14,0.02,1975,0.63,0.35,0.02,0
05111-490400-3,1114.5,1.42,0.44,0.02,407,0.56,0,0.18,0,0.58,0.27,0.56,0.98,0.48,0.31,0.7,0.15,0.18,1987,0.47,0,0.11,0
05111-490501-1,511.8,3.49,0.5,0.48,321,0.24,0.09,0.25,0.03,0.45,0.21,0.19,0.76,0.39,0.22,0.7,0.07,0.09,1978,0.63,0.12,0.24,0.03
05111-490501-2,227.8,6.01,0.52,0.43,331,0.51,0.18,0.23,0.03,0.51,0.09,0.46,0.84,0.43,0.35,0.76,0.06,0.11,1976,0.48,0.12,0.06,0
05111-490502-1,20.2,68.5,0.44,0,355,0.42,0,0.12,0.04,0.61,0.1,0.54,0.93,0.61,0.29,0.85,0.03,0.07,2000,0.66,0,0.19,0
05111-490502-2,14.7,58.62,0.53,0.31,286,0.33,0,0.32,0,0.19,0.09,0.4,0.91,0.31,0.15,0.66,0.04,0.3,1965,0.32,0,0.21,0
05111-490502-3,57.4,20.67,0.41,0,368,0.39,0,0.25,0.03,0.2,0.07,0.13,0.7,0.21,0.24,0.77,0.02,0.04,1981,0.45,0,0.17,0
05111-490600-1,2.7,113.42,0.47,0.46,88,0.33,1,0.38,0.02,0.36,0.08,0.09,0.91,0.29,0.34,0.46,0.09,0.2,1977,0.45,0,0.11,0
05111-490600-2,9.2,128.78,0.5,0.34,251,0.5,0.21,0.26,0.08,0.42,0.17,0.35,0.89,0.41,0.24,0.73,0.13,0.15,1972,0.44,0.02,0.1,0
05111-490700-1,352.1,2.09,0.51,0.27,239,0.39,0,0.19,0.01,0.26,0.38,0.56,0.92,0.51,0.14,0.79,0.24,0.24,1981,0.44,0,0.03,0
05111-490700-2,975.5,0.18,0.67,0,52,0.33,0.69,0.23,0,0.42,0.21,1,0.23,0.28,0.41,0.45,0.17,0.1,1982,0.59,0.11,0,0
05111-490700-3,177.8,6.35,0.52,0.74,237,0.37,0,0.4,0.04,0.44,0.17,0.49,0.61,0.29,0.24,0.53,0.1,0.08,1973,0.51,0.31,0.03,0
05113-950100-1,15.5,86.13,0.49,0.13,417,0.48,0,0.23,0.02,0.44,0.15,0.37,0.86,0.28,0.23,0.72,0.21,0.07,1979,0.4,0.14,0.09,0
05113-950100-2,21.6,63.31,0.57,0.5,592,0.53,0,0.23,0,0.49,0.24,0.65,0.69,0.2,0.24,0.65,0.12,0.23,1982,0.52,0,0.13,0
05113-950100-3,8.5,112.52,0.47,0.39,387,0.6,0,0.18,0.05,0.32,0.32,0.67,0.79,0.1,0.24,0.72,0.19,0.28,1990,0.61,0.56,0.09,0
05113-950201-1,331.3,4.86,0.53,0.16,310,0.54,0.45,0.29,0.09,0.45,0.14,0.47,0.79,0.49,0.26,0.75,0.05,0.25,1972,0.57,0.17,0.3,0
05113-950201-2,1365.4,0.37,0.66,0.61,198,0.64,0,0.38,0,0.7,0.32,0.39,0.89,0.06,0.21,0.44,0.09,0.18,1942,0.48,0,0.15,0
05113-950202-1,15.1,58.64,0.41,0,325,0.58,0,0.39,0.04,0.44,0.16,0.66,0.74,0.2,0.41,0.59,0.25,0.15,1989,0.5,0.45,0.13,0
05113-950202-2,44.6,34.13,0.54,0.33,461,0.62,0,0.25,0.01,0.43,0.24,0.91,0.76,0.18,0.15,0.58,0.22,0.05,1988,0.63,0.53,0.22,0
05113-950202-3,23.3,28.72,0.51,0,241,0.7,0,0.11,0.09,0.46,0.32,0,0.86,0.27,0.29,0.69,0.44,0.23,1970,0.44,0,0.07,0
05113-950300-1,19.2,65.89,0.5,0.09,451,0.43,0,0.15,0.03,0.29,0.37,0.47,0.91,0.29,0.25,0.79,0.27,0.4,1991,0.38,0,0.11,0
05113-950300-2,22.3,60.74,0.52,0.11,453,0.45,0.53,0.29,0.09,0.19,0.18,0.22,0.71,0.25,0.21,0.66,0.09,0.15,1974,0.3,0.06,0.36,0
05113-950400-1,288.3,7.02,0.56,0.3,487,0.45,0.44,0.28,0.12,0.38,0.2,0.55,0.76,0.31,0.15,0.63,0.14,0.19,1981,0.62,0.17,0.1,0
05113-950400-2,154.1,5.65,0.44,0,344,0.55,0.61,0.3,0.09,0.49,0.23,0.55,0.89,0.24,0.21,0.64,0.17,0.29,1972,0.7,0.5,0.22,0
05113-950500-1,6.2,143.23,0.5,0.63,278,0.33,0.8,0.28,0.07,0.29,0.3,0.25,0.69,0.25,0.26,0.68,0.1,0.08,1982,0.56,0.17,0.12,0
05113-950500-2,28.2,46.54,0.46,0.22,342,0.48,0.23,0.12,0.03,0.43,0.2,0.7,0.88,0.48,0.22,0.83,0.11,0.22,1983,0.53,0.18,0.06,0
05113-950600-1,26.5,81.83,0.5,0.41,453,0.39,0.02,0.15,0.06,0.42,0.17,0.45,0.8,0.47,0.21,0.72,0.12,0.11,1977,0.52,0.24,0.17,0
05113-950600-2,13.2,57.25,0.51,0.02,233,0.49,0,0.24,0.03,0.38,0.16,0.46,0.77,0.43,0.26,0.67,0.16,0.26,1978,0.61,0,0.15,0
05115-950700-1,9.1,165.3,0.48,0.25,540,0.33,0,0.26,0,0.35,0.26,0.52,0.75,0.31,0.25,0.7,0.13,0.13,1987,0.61,0.11,0.2,0
