Unnamed: 0	population_den	Area	female_per	children_living_with_single_parents	owner_occupied	some_college_more	dropped_out_schoolOrCollege	sep_wid_div	unemp	debt_housing_units	housing_retirement_income	females_per_tier1_jobs	household_income_less_than_20k	household_size_greater_than_equal_3	age_35_to_54	family_household	household_self_emp	hh_dividends	yr_built	electricity_cost_per	gross_rent	pool_publicTransport	bike
"Block Group 2, Census Tract 206.06, Benton County, Arkansas"	1243.4	1.59	0.41	0.1	530	0.9	0	0.06	0.04	0.8	0.2	0.69	0.97	0.68	0.3	0.89	0.21	0.48	1995	0.2	0	0.02	0.01
"Block Group 1, Census Tract 206.07, Benton County, Arkansas"	1048.6	2.01	0.59	0.19	245	0.81	0	0.09	0.01	0.6	0.11	0.41	0.94	0.24	0.27	0.38	0.09	0.1	2006	0.79	0.17	0.06	0.01
"Block Group 2, Census Tract 206.07, Benton County, Arkansas"	3097.4	0.89	0.49	0.21	606	0.9	0	0.03	0.01	0.95	0.08	0.77	0.99	0.64	0.35	0.8	0.08	0.16	2012	0.49	0.02	0.08	0
"Block Group 3, Census Tract 206.07, Benton County, Arkansas"	2319.8	1.73	0.39	0.23	282	0.89	0	0.09	0.03	0.37	0.05	0.71	0.97	0.42	0.23	0.58	0.08	0.18	2013	0.74	0.02	0.17	0
"Block Group 1, Census Tract 206.08, Benton County, Arkansas"	3442.4	0.62	0.54	0.19	241	0.73	0	0.12	0.02	0.74	0.08	0.52	0.94	0.4	0.28	0.7	0.13	0.05	2010	0.8	0.15	0.05	0
"Block Group 2, Census Tract 206.08, Benton County, Arkansas"	6449	0.24	0.5	0.71	176	0.61	0	0.13	0.07	0.89	0.07	0.45	0.93	0.58	0.32	0.66	0.15	0.13	2007	0.57	0.22	0.21	0
"Block Group 1, Census Tract 207.01, Benton County, Arkansas"	861.8	2.8	0.55	0.02	623	0.7	0	0.11	0.08	0.82	0.14	0.36	0.98	0.36	0.29	0.83	0.09	0.11	1999	0.63	0	0.05	0.04
"Block Group 2, Census Tract 207.01, Benton County, Arkansas"	876.8	1.66	0.57	0.23	570	0.68	0	0.24	0.01	0.7	0.18	0.49	0.89	0.41	0.23	0.66	0.19	0.14	1985	0.82	0	0.11	0
"Block Group 3, Census Tract 207.01, Benton County, Arkansas"	510.2	3.06	0.51	0.19	567	0.7	0	0.15	0.02	0.84	0.2	0.6	0.94	0.45	0.33	0.77	0.14	0.23	2002	0.61	0	0.08	0
"Block Group 4, Census Tract 207.01, Benton County, Arkansas"	205.1	4.63	0.41	0	296	0.67	0	0.09	0.03	0.57	0.11	0.08	1	0.53	0.3	0.84	0	0	1997	0.45	0	0	0
"Block Group 1, Census Tract 207.03, Benton County, Arkansas"	1136.4	1.23	0.55	0	542	0.79	0	0.16	0	0.79	0.51	0.51	0.95	0.38	0.23	0.76	0.04	0.22	2000	0.77	0	0.05	0
"Block Group 2, Census Tract 207.03, Benton County, Arkansas"	673.5	3.38	0.46	0.12	700	0.68	0	0.15	0	0.73	0.26	0.5	0.96	0.44	0.35	0.73	0.13	0.15	1998	0.66	0.13	0.07	0
"Block Group 3, Census Tract 207.03, Benton County, Arkansas"	1286.1	1.22	0.5	0.05	549	0.66	0	0.15	0.01	0.52	0.36	0.5	0.97	0.2	0.31	0.73	0.03	0.28	1992	0.69	0.15	0.1	0
"Block Group 1, Census Tract 207.04, Benton County, Arkansas"	206.8	10.41	0.5	0.08	624	0.61	0	0.17	0	0.68	0.24	0.39	0.9	0.44	0.31	0.8	0.18	0.3	1990	0.54	0	0.06	0
"Block Group 2, Census Tract 207.04, Benton County, Arkansas"	1127.6	2.11	0.46	0.1	880	0.77	0.21	0.17	0.03	0.61	0.35	0.45	0.95	0.35	0.21	0.72	0.09	0.29	1997	0.75	0.23	0.13	0
"Block Group 1, Census Tract 208.01, Benton County, Arkansas"	290.7	3.15	0.5	0	436	0.74	0	0.24	0	0.69	0.69	0.42	1	0.12	0.1	0.64	0.06	0.45	1997	0.79	0	0.08	0
"Block Group 2, Census Tract 208.01, Benton County, Arkansas"	390.4	3.98	0.49	0.26	721	0.67	0	0.1	0	0.42	0.43	0.72	0.93	0.1	0.13	0.87	0.07	0.57	1997	0.86	0	0.03	0
"Block Group 3, Census Tract 208.01, Benton County, Arkansas"	752.1	1.37	0.52	0.43	471	0.71	0	0.13	0.01	0.68	0.35	0.76	0.97	0.12	0.15	0.82	0.07	0.44	1998	0.69	0	0.15	0
"Block Group 4, Census Tract 208.01, Benton County, Arkansas"	385.2	2.54	0.47	0	390	0.78	0	0.09	0.02	0.54	0.64	0.49	1	0.11	0.05	0.86	0.06	0.24	1996	0.77	0	0.15	0
"Block Group 1, Census Tract 208.03, Benton County, Arkansas"	661.9	2.9	0.54	0.32	608	0.7	0	0.23	0.02	0.54	0.47	0.49	0.96	0.39	0.19	0.85	0.13	0.4	2000	0.68	0	0.07	0
"Block Group 2, Census Tract 208.03, Benton County, Arkansas"	1444.6	1.13	0.49	0	647	0.67	0	0.17	0.04	0.48	0.2	0.28	0.89	0.42	0.31	0.67	0.05	0.4	1977	0.5	0.1	0.03	0
"Block Group 3, Census Tract 208.03, Benton County, Arkansas"	960.5	1.37	0.47	0.39	530	0.61	0	0.33	0	0.52	0.28	0.36	0.88	0.19	0.22	0.66	0.14	0.17	1986	0.85	0.04	0.03	0
"Block Group 1, Census Tract 208.05, Benton County, Arkansas"	803.4	1.89	0.47	0.04	562	0.78	0	0.09	0	0.71	0.32	0.42	0.96	0.35	0.21	0.9	0.04	0.33	1999	0.71	0	0.04	0
"Block Group 2, Census Tract 208.05, Benton County, Arkansas"	490.8	3.84	0.42	0.14	564	0.69	0	0.29	0.06	0.84	0.27	0.38	0.88	0.25	0.25	0.58	0.2	0.28	1980	0.59	0.06	0.06	0
"Block Group 3, Census Tract 208.05, Benton County, Arkansas"	1118.7	0.97	0.51	0.18	435	0.69	0	0.1	0.02	0.5	0.33	0.41	0.99	0.24	0.19	0.78	0.12	0.45	1985	0.73	0.22	0.16	0
"Block Group 1, Census Tract 208.06, Benton County, Arkansas"	761.7	1.32	0.55	0	484	0.78	0	0.22	0.02	0.5	0.64	0.26	0.97	0.11	0.07	0.64	0.02	0.31	1993	0.79	0	0.04	0
"Block Group 2, Census Tract 208.06, Benton County, Arkansas"	219.4	8.42	0.46	0.09	602	0.52	0	0.28	0.01	0.47	0.24	0.27	0.88	0.35	0.21	0.49	0.02	0.23	2001	0.75	0	0.02	0
"Block Group 3, Census Tract 208.06, Benton County, Arkansas"	381.6	9.66	0.49	0.04	1117	0.79	0	0.1	0.01	0.58	0.22	0.82	0.99	0.54	0.34	0.85	0.21	0.44	2004	0.4	0	0.07	0
"Block Group 1, Census Tract 209.03, Benton County, Arkansas"	4533.6	0.58	0.41	0.31	424	0.8	0	0.22	0.01	0.64	0.24	0.66	0.93	0.56	0.26	0.66	0.03	0.19	2005	0.76	0	0.02	0
"Block Group 2, Census Tract 209.03, Benton County, Arkansas"	5480.9	0.44	0.6	0.14	549	0.78	0	0.22	0.02	0.92	0.15	0.41	0.99	0.44	0.26	0.9	0.02	0.2	2007	0.4	0.08	0.02	0
"Block Group 1, Census Tract 209.04, Benton County, Arkansas"	5238.2	0.62	0.51	0.02	955	0.75	0.03	0.11	0.02	0.91	0.07	0.59	0.87	0.58	0.29	0.73	0.08	0.14	2004	0.19	0.09	0.1	0
"Block Group 2, Census Tract 209.04, Benton County, Arkansas"	1964.1	2.16	0.56	0.1	953	0.75	0	0.08	0.01	0.91	0.11	0.62	1	0.65	0.25	0.95	0.03	0.11	2006	0.31	0.06	0.07	0
"Block Group 1, Census Tract 209.05, Benton County, Arkansas"	71.5	14.22	0.47	0.06	328	0.45	0	0.12	0.01	0.55	0.34	0.63	0.93	0.45	0.31	0.87	0.32	0	2002	0.53	0	0.13	0
"Block Group 2, Census Tract 209.05, Benton County, Arkansas"	60.1	31.34	0.57	0.47	638	0.42	0	0.13	0.01	0.43	0.26	0.32	0.8	0.4	0.28	0.71	0.14	0.09	1986	0.29	0	0.02	0
"Block Group 1, Census Tract 209.06, Benton County, Arkansas"	295	8.1	0.49	0.01	635	0.67	0	0.16	0.02	0.85	0.19	0.56	1	0.48	0.34	0.67	0.07	0.21	2006	0.31	0.02	0.1	0
"Block Group 2, Census Tract 209.06, Benton County, Arkansas"	94	17.17	0.5	0.18	442	0.59	0	0.06	0.05	0.57	0.1	0.36	0.89	0.69	0.31	0.8	0.17	0.24	1997	0.4	0.11	0.25	0
"Block Group 3, Census Tract 209.06, Benton County, Arkansas"	452.4	2.72	0.57	0.21	408	0.85	0.37	0.11	0.06	0.7	0.32	0.23	1	0.71	0.36	0.89	0.27	0.16	2004	0.27	1	0	0
"Block Group 1, Census Tract 210.01, Benton County, Arkansas"	82.7	8.51	0.4	0.3	213	0.38	0.52	0.22	0.02	0.45	0.12	0.12	0.83	0.29	0.29	0.65	0.02	0.19	1978	0.57	0.23	0.24	0
"Block Group 2, Census Tract 210.01, Benton County, Arkansas"	43.2	49.96	0.58	0.49	532	0.32	0.25	0.2	0	0.55	0.15	0.42	0.89	0.66	0.38	0.85	0.13	0.21	1993	0.29	0	0.02	0
"Block Group 3, Census Tract 210.01, Benton County, Arkansas"	25.5	38.57	0.47	0.36	243	0.42	0	0.24	0	0.56	0.18	0.14	0.92	0.34	0.39	0.72	0.1	0.04	1994	0.58	0	0.03	0
"Block Group 4, Census Tract 210.01, Benton County, Arkansas"	380.7	5.09	0.4	0.4	212	0.33	0	0.22	0	0.89	0.08	0.34	0.86	0.61	0.29	0.79	0.01	0.02	1992	0.47	0.06	0.23	0
"Block Group 1, Census Tract 210.03, Benton County, Arkansas"	89	25.33	0.48	0.19	497	0.41	0.1	0.14	0.03	0.66	0.14	0.42	0.86	0.6	0.25	0.81	0.14	0.07	1981	0.38	0.11	0.11	0
"Block Group 2, Census Tract 210.03, Benton County, Arkansas"	938.9	0.91	0.52	0.47	241	0.41	0	0.36	0.04	0.52	0.15	0.35	0.96	0.22	0.37	0.81	0.13	0.21	1972	0.33	0	0.12	0
"Block Group 1, Census Tract 210.04, Benton County, Arkansas"	189.6	4.93	0.48	0	224	0.69	0	0.21	0.02	0.6	0.26	0.45	0.81	0.5	0.28	0.73	0.31	0.38	1988	0.3	0.18	0.03	0
"Block Group 2, Census Tract 210.04, Benton County, Arkansas"	1420	1.26	0.45	0.14	400	0.68	0.33	0.21	0	0.78	0.15	0.53	0.91	0.46	0.17	0.81	0.06	0.13	1994	0.48	0.09	0.17	0
"Block Group 3, Census Tract 210.04, Benton County, Arkansas"	92	13.35	0.56	0	365	0.53	0	0.18	0	0.53	0.02	0.51	0.97	0.4	0.26	0.79	0.28	0.03	1981	0.24	0.5	0.07	0
"Block Group 1, Census Tract 211.01, Benton County, Arkansas"	2090.8	0.67	0.5	0.58	249	0.52	0	0.07	0	0.84	0.06	0.2	1	0.45	0.15	0.84	0.04	0.16	1996	0.63	0.04	0	0.02
"Block Group 2, Census Tract 211.01, Benton County, Arkansas"	2488.9	0.27	0.39	0.35	129	0.45	0	0.19	0.03	0.56	0.11	0.32	0.73	0.39	0.29	0.48	0.14	0.08	1962	0.17	0.13	0.12	0
"Block Group 3, Census Tract 211.01, Benton County, Arkansas"	435.4	2.98	0.52	0.15	435	0.65	0	0.19	0	0.72	0.14	0.34	0.95	0.44	0.24	0.67	0.08	0.09	2002	0.2	0.09	0.01	0.03
"Block Group 4, Census Tract 211.01, Benton County, Arkansas"	657.5	2.04	0.52	0.1	167	0.35	0	0.35	0.05	0.66	0.09	0.6	0.96	0.51	0.35	0.79	0.1	0.07	1995	0.48	0.05	0.06	0
"Block Group 1, Census Tract 211.02, Benton County, Arkansas"	234.7	4.53	0.46	0.56	240	0.57	0	0.09	0	0.58	0.12	0.49	0.77	0.5	0.17	0.9	0.11	0.24	1987	0.34	0.08	0.18	0
"Block Group 2, Census Tract 211.02, Benton County, Arkansas"	2094	1.25	0.55	0.65	623	0.33	0	0.12	0.01	0.68	0.14	0.19	0.85	0.64	0.14	0.83	0.1	0.39	2000	0.56	0.06	0.16	0
"Block Group 1, Census Tract 212.01, Benton County, Arkansas"	2981.6	0.74	0.57	0.14	270	0.71	0	0.07	0	0.44	0.24	0.4	0.97	0.48	0.06	0.7	0.07	0.2	1978	0.33	0	0.07	0
"Block Group 2, Census Tract 212.01, Benton County, Arkansas"	4219.1	0.18	0.56	0.41	79	0.68	0.61	0.13	0	0.91	0.04	0.37	0.9	0.18	0.17	0.77	0.02	0.02	1941	0.26	0.1	0.16	0.02
"Block Group 3, Census Tract 212.01, Benton County, Arkansas"	1117.8	1.98	0.45	0.08	567	0.72	0	0.13	0.03	0.69	0.14	0.55	0.89	0.56	0.21	0.81	0.08	0.38	1998	0.38	0.48	0.05	0
"Block Group 1, Census Tract 212.02, Benton County, Arkansas"	2949.5	0.62	0.53	0.26	385	0.46	0.34	0.22	0.06	0.75	0.16	0.54	0.64	0.42	0.15	0.67	0.03	0.15	1984	0.48	0.04	0.07	0.02
"Block Group 2, Census Tract 212.02, Benton County, Arkansas"	649.2	1.95	0.53	0.29	380	0.49	0.18	0.21	0.01	0.41	0.23	0.14	0.91	0.47	0.19	0.71	0.1	0.24	1981	0.26	0.52	0	0
"Block Group 1, Census Tract 213.04, Benton County, Arkansas"	2184.3	1.37	0.46	0.03	725	0.79	0.27	0.16	0.02	0.78	0.06	0.45	0.92	0.55	0.35	0.78	0.17	0.3	2011	0.52	0	0.07	0
"Block Group 2, Census Tract 213.04, Benton County, Arkansas"	2169.2	1.36	0.54	0.56	484	0.61	0	0.23	0	0.64	0.1	0.62	0.89	0.39	0.25	0.65	0.01	0.08	2004	0.45	0.07	0	0.01
"Block Group 3, Census Tract 213.04, Benton County, Arkansas"	548.4	7.87	0.48	0.12	1081	0.67	0	0.09	0.01	0.87	0.15	0.54	0.97	0.67	0.29	0.87	0.09	0.27	2012	0.38	0.04	0.09	0
"Block Group 1, Census Tract 213.05, Benton County, Arkansas"	56.1	15.28	0.47	0.03	273	0.49	0	0.24	0.03	0.51	0.25	0.37	0.78	0.23	0.37	0.68	0.12	0.19	1989	0.59	0.15	0.07	0
"Block Group 2, Census Tract 213.05, Benton County, Arkansas"	70.4	31.57	0.45	0.17	641	0.72	0	0.07	0.02	0.67	0.14	0.6	0.95	0.44	0.33	0.83	0.24	0.13	2000	0.44	0.09	0.09	0
"Block Group 3, Census Tract 213.05, Benton County, Arkansas"	153.1	10.53	0.52	0.21	383	0.55	0	0.09	0.01	0.89	0.04	0.35	0.91	0.32	0.27	0.47	0.08	0.21	2008	0.72	0.03	0.07	0
"Block Group 4, Census Tract 213.05, Benton County, Arkansas"	340.6	4.62	0.57	0.06	555	0.48	0	0.32	0	0.4	0.32	0.48	0.8	0.3	0.21	0.52	0.06	0.49	2005	0.51	0.48	0.07	0
"Block Group 1, Census Tract 213.06, Benton County, Arkansas"	508.3	3.4	0.54	0.13	322	0.84	0	0.05	0.02	0.72	0.06	0.42	0.94	0.33	0.35	0.68	0.11	0.21	2005	0.54	0.1	0.03	0
"Block Group 2, Census Tract 213.06, Benton County, Arkansas"	1959	1.58	0.51	0.1	940	0.88	0	0.06	0	0.72	0.11	0.65	0.97	0.59	0.41	0.96	0.15	0.48	2003	0.16	0	0.05	0.01
"Block Group 1, Census Tract 213.08, Benton County, Arkansas"	1932.3	2.11	0.51	0.03	1118	0.83	0	0.08	0.02	0.8	0.12	0.7	1	0.68	0.28	0.89	0.12	0.29	2012	0.15	0	0.06	0.01
"Block Group 2, Census Tract 213.08, Benton County, Arkansas"	1785.5	1.32	0.48	0.01	843	0.93	0	0.1	0.04	0.82	0.1	0.53	0.98	0.48	0.4	0.8	0.24	0.41	2006	0.22	0	0.01	0
"Block Group 1, Census Tract 213.12, Benton County, Arkansas"	46.2	39.03	0.42	0.17	712	0.39	0	0.12	0	0.38	0.16	0.59	0.94	0.3	0.35	0.72	0.27	0.09	1994	0.26	0.41	0.11	0
"Block Group 2, Census Tract 213.12, Benton County, Arkansas"	135.5	19.51	0.57	0.85	616	0.37	0	0.32	0	0.63	0.21	0.51	0.74	0.5	0.19	0.82	0.26	0.05	1997	0.4	0.52	0.02	0
"Block Group 1, Census Tract 213.13, Benton County, Arkansas"	176.5	7.79	0.5	0.44	171	0.54	0	0.19	0.09	0.79	0.07	0.57	0.88	0.43	0.18	0.67	0.1	0.13	1993	0.62	0.05	0.04	0
"Block Group 2, Census Tract 213.13, Benton County, Arkansas"	28.6	45.63	0.46	0	377	0.58	0	0.16	0.02	0.57	0.11	0.45	0.94	0.36	0.36	0.88	0.19	0.21	1984	0.39	0	0	0
"Block Group 1, Census Tract 213.14, Benton County, Arkansas"	1819.6	0.64	0.43	0.34	259	0.87	0	0.2	0	0.7	0.12	0.45	1	0.7	0.32	0.81	0.1	0.05	2003	0.41	0	0.09	0
"Block Group 2, Census Tract 213.14, Benton County, Arkansas"	2246.9	1.28	0.53	0.31	733	0.63	0	0.16	0	0.91	0.1	0.63	0.97	0.73	0.31	0.94	0.05	0.17	2003	0.06	0.17	0.04	0.03
"Block Group 1, Census Tract 213.15, Benton County, Arkansas"	987.1	1.68	0.41	0.5	110	0.62	0	0.26	0	0.56	0.05	0.68	0.84	0.33	0.19	0.44	0.06	0.06	2000	0.83	0.12	0.12	0
"Block Group 2, Census Tract 213.15, Benton County, Arkansas"	1348.2	2.45	0.48	0.1	881	0.6	0	0.1	0.01	0.74	0.16	0.63	0.97	0.55	0.32	0.8	0.18	0.28	2005	0.32	0	0.07	0
"Block Group 3, Census Tract 213.15, Benton County, Arkansas"	300.8	4.14	0.52	0	360	0.51	0	0.11	0.02	0.82	0.2	0.47	0.99	0.34	0.16	0.7	0.24	0.21	1997	0.39	0	0.02	0
"Block Group 1, Census Tract 213.16, Benton County, Arkansas"	803.1	5.15	0.52	0.14	1381	0.82	0	0.13	0.02	0.77	0.14	0.67	0.94	0.5	0.32	0.92	0.09	0.35	2013	0.25	0	0.01	0
"Block Group 2, Census Tract 213.16, Benton County, Arkansas"	670.3	3.57	0.52	0.06	831	0.7	0	0.1	0.01	0.8	0.2	0.66	0.99	0.49	0.23	0.79	0.12	0.25	2010	0.2	0	0.05	0
"Block Group 1, Census Tract 213.17, Benton County, Arkansas"	148.8	6.33	0.44	0	263	0.53	0	0.13	0.01	0.72	0.15	0.31	0.9	0.35	0.1	0.84	0.11	0.27	1992	0.36	0	0.03	0
"Block Group 2, Census Tract 213.17, Benton County, Arkansas"	371.7	6.14	0.52	0.35	666	0.81	0	0.12	0	0.66	0.07	0.48	0.95	0.56	0.34	0.79	0.1	0.31	2009	0.18	0	0.07	0.01
"Block Group 1, Census Tract 214.04, Benton County, Arkansas"	87.1	16.88	0.5	0.25	495	0.32	0.21	0.17	0	0.39	0.26	0.25	0.95	0.38	0.19	0.8	0.07	0.25	1980	0.25	0	0.04	0
"Block Group 2, Census Tract 214.04, Benton County, Arkansas"	209.8	3.81	0.54	0.46	269	0.58	0	0.07	0.08	0.61	0.23	0.5	0.96	0.42	0.35	0.68	0.15	0.3	1995	0.44	0	0.11	0
"Block Group 3, Census Tract 214.04, Benton County, Arkansas"	181.3	8.64	0.55	0.12	524	0.48	0.09	0.25	0.02	0.51	0.23	0.29	0.97	0.55	0.32	0.75	0.12	0.24	1988	0.4	0.14	0.06	0
"Block Group 1, Census Tract 214.05, Benton County, Arkansas"	48.8	20.7	0.44	0.27	338	0.48	0	0.14	0	0.49	0.29	0.35	0.92	0.27	0.25	0.79	0.14	0.25	1986	0.4	0.03	0.03	0
"Block Group 2, Census Tract 214.05, Benton County, Arkansas"	55.5	14.84	0.47	0.04	285	0.56	0	0.16	0.04	0.57	0.33	0.59	0.91	0.28	0.2	0.8	0.04	0.38	1998	0.3	1	0.18	0
"Block Group 3, Census Tract 214.05, Benton County, Arkansas"	49.8	9.79	0.45	0	254	0.62	0	0.18	0.01	0.32	0.43	0.43	0.93	0.09	0.17	0.62	0.04	0.24	1994	0.59	0.43	0	0
"Block Group 1, Census Tract 214.06, Benton County, Arkansas"	983.2	1.73	0.54	0.21	277	0.54	0	0.12	0	0.63	0.22	0.53	0.99	0.63	0.26	0.9	0.13	0.14	1998	0.43	0	0.08	0
"Block Group 2, Census Tract 214.06, Benton County, Arkansas"	934	1.41	0.46	0.1	294	0.52	0	0.14	0	0.8	0.14	0.22	0.98	0.63	0.34	0.91	0.11	0.07	1994	0.09	0	0.1	0
"Block Group 3, Census Tract 214.06, Benton County, Arkansas"	656.6	3.78	0.54	0.04	581	0.34	0	0.16	0	0.58	0.17	0.4	0.95	0.46	0.31	0.68	0.06	0.21	1997	0.18	0	0.1	0
"Block Group 1, Census Tract 214.07, Benton County, Arkansas"	174.6	7.63	0.52	0.06	325	0.51	0	0.11	0.01	0.7	0.24	0.53	0.95	0.45	0.3	0.85	0.03	0.3	1992	0.33	0.13	0.13	0
"Block Group 2, Census Tract 214.07, Benton County, Arkansas"	414.8	4.26	0.46	0.03	652	0.71	0	0.22	0	0.42	0.27	0.47	0.91	0.26	0.27	0.67	0.1	0.35	1990	0.24	0.07	0.03	0.02
"Block Group 3, Census Tract 214.07, Benton County, Arkansas"	342.7	3.8	0.49	0.08	532	0.75	0	0.14	0.02	0.69	0.33	0.54	0.9	0.3	0.29	0.71	0.1	0.32	1990	0.68	0	0.12	0
"Block Group 1, Census Tract 214.08, Benton County, Arkansas"	445.3	4.72	0.44	0.28	425	0.5	0	0.05	0.14	0.7	0.16	0.48	0.96	0.69	0.35	0.89	0.16	0.04	1989	0.45	0.15	0.1	0
"Block Group 2, Census Tract 214.08, Benton County, Arkansas"	229.4	7.78	0.47	0.25	496	0.4	0.16	0.22	0.04	0.61	0.2	0.49	0.92	0.53	0.34	0.87	0.14	0.18	1991	0.49	0.18	0.11	0
"Block Group 3, Census Tract 214.08, Benton County, Arkansas"	573.9	3.79	0.51	0.28	362	0.31	0	0.16	0.01	0.79	0.14	0.47	0.97	0.7	0.24	0.91	0.16	0.03	1994	0.25	0.06	0.07	0
"Block Group 1, Census Tract 214.09, Benton County, Arkansas"	18.5	53.54	0.51	0.13	436	0.54	0	0.12	0.01	0.51	0.27	0.33	0.81	0.22	0.27	0.79	0.11	0.17	1985	0.53	0	0.02	0
"Block Group 2, Census Tract 214.09, Benton County, Arkansas"	160.1	8.47	0.51	0	519	0.62	0	0.24	0.01	0.51	0.47	0.57	0.98	0.28	0.17	0.7	0.16	0.52	1990	0.58	0	0.11	0
"Block Group 1, Census Tract 7901, Boone County, Arkansas"	25.5	81.19	0.5	0.04	474	0.45	0.07	0.15	0.01	0.3	0.17	0.37	0.79	0.33	0.12	0.7	0.19	0.19	1991	0.53	0.01	0.07	0
"Block Group 2, Census Tract 7901, Boone County, Arkansas"	59.7	29.63	0.49	0.2	659	0.65	0.07	0.17	0	0.58	0.28	0.69	0.94	0.31	0.27	0.65	0.09	0.26	1993	0.57	0	0.14	0
"Block Group 3, Census Tract 7901, Boone County, Arkansas"	34.1	74.93	0.48	0.02	712	0.56	0	0.21	0.04	0.4	0.24	0.42	0.93	0.5	0.27	0.89	0.15	0.22	1993	0.58	0	0.02	0
"Block Group 1, Census Tract 7902, Boone County, Arkansas"	24.6	62.09	0.55	0.05	556	0.51	0	0.1	0.02	0.44	0.18	0.87	0.92	0.55	0.2	0.82	0.16	0.12	1980	0.58	0.18	0.08	0
"Block Group 2, Census Tract 7902, Boone County, Arkansas"	110.9	8.25	0.56	0.43	310	0.55	0	0.35	0.03	0.4	0.28	0.36	0.75	0.28	0.24	0.56	0.04	0.14	1977	0.74	0.1	0.12	0
"Block Group 3, Census Tract 7902, Boone County, Arkansas"	23.3	39.8	0.49	0	393	0.59	0	0.23	0	0.39	0.34	0.74	0.78	0.37	0.3	0.68	0.11	0.18	1990	0.29	0.04	0.06	0
"Block Group 4, Census Tract 7902, Boone County, Arkansas"	50.1	58.11	0.52	0.05	923	0.57	0.05	0.25	0.02	0.64	0.07	0.37	0.82	0.46	0.3	0.66	0.13	0.12	1994	0.49	0.02	0.1	0
"Block Group 1, Census Tract 7903, Boone County, Arkansas"	67.7	31.53	0.45	0.16	505	0.51	0	0.16	0.02	0.59	0.28	0.55	0.93	0.33	0.24	0.73	0.1	0.14	1978	0.38	0.09	0.04	0
"Block Group 2, Census Tract 7903, Boone County, Arkansas"	47.8	29.99	0.47	0.05	479	0.66	0	0.11	0.05	0.65	0.12	0.5	0.87	0.51	0.3	0.84	0.13	0.28	1986	0.72	0	0.07	0
"Block Group 3, Census Tract 7903, Boone County, Arkansas"	48.5	39.1	0.54	0.12	746	0.51	0	0.16	0.01	0.56	0.41	0.67	0.87	0.28	0.23	0.7	0.19	0.05	1989	0.61	0	0.09	0
"Block Group 1, Census Tract 7904, Boone County, Arkansas"	28.7	68.73	0.55	0.24	646	0.49	0	0.11	0.03	0.38	0.22	0.28	0.71	0.44	0.27	0.91	0.17	0.16	1988	0.45	0.65	0.09	0
"Block Group 2, Census Tract 7904, Boone County, Arkansas"	97.2	17.72	0.51	0	560	0.69	0	0.2	0.06	0.3	0.2	0.36	0.89	0.3	0.26	0.74	0.07	0.35	1969	0.15	0	0.24	0
"Block Group 3, Census Tract 7904, Boone County, Arkansas"	79.5	13.63	0.49	0.56	285	0.43	0.2	0.12	0	0.58	0.03	0.41	0.95	0.6	0.32	0.86	0.07	0.04	1991	0.2	0.04	0.02	0
"Block Group 4, Census Tract 7904, Boone County, Arkansas"	74.3	15.24	0.47	0	493	0.44	0.52	0.2	0.06	0.42	0.16	0.63	0.7	0.15	0.3	0.61	0.07	0.23	1994	0.5	0.12	0	0
"Block Group 1, Census Tract 7905.01, Boone County, Arkansas"	594.6	2.25	0.56	0.77	540	0.62	0	0.35	0	0.32	0.35	0.54	0.98	0.21	0.16	0.59	0.09	0.4	1979	0.18	0.03	0.14	0
"Block Group 2, Census Tract 7905.01, Boone County, Arkansas"	1880.6	1.05	0.53	0.16	406	0.46	0	0.23	0.05	0.78	0.14	0.54	0.89	0.55	0.32	0.85	0.06	0.11	1980	0.66	0.06	0.08	0
"Block Group 3, Census Tract 7905.01, Boone County, Arkansas"	900	1.28	0.45	0.12	100	0.62	0.11	0.39	0.1	0.57	0.02	0.41	0.72	0.27	0.31	0.45	0.04	0.04	1990	0.74	0.19	0.04	0
"Block Group 1, Census Tract 7905.02, Boone County, Arkansas"	199	5.66	0.49	0.15	242	0.49	0	0.41	0	0.57	0.06	0.52	0.88	0.27	0.24	0.51	0.11	0.2	1958	0.27	0.16	0.01	0
"Block Group 2, Census Tract 7905.02, Boone County, Arkansas"	1783.9	0.63	0.48	0.77	284	0.61	0	0.19	0.04	0.54	0.25	0.32	0.92	0.22	0.16	0.46	0.02	0.28	1964	0.37	0.14	0.16	0
"Block Group 3, Census Tract 7905.02, Boone County, Arkansas"	644.8	2.48	0.6	0.25	227	0.43	0.42	0.51	0.01	0.37	0.15	0.41	0.6	0.16	0.16	0.28	0.03	0.25	1990	0.59	0.16	0.09	0
"Block Group 1, Census Tract 7906, Boone County, Arkansas"	197	3.47	0.44	0.82	131	0.41	0	0.23	0.04	0.46	0	0.37	0.75	0.36	0.13	0.75	0	0.12	1979	0.67	0	0.27	0
"Block Group 2, Census Tract 7906, Boone County, Arkansas"	1208	1.74	0.46	0	587	0.78	0.3	0.09	0.01	0.41	0.23	0.13	0.83	0.42	0.18	0.72	0.08	0.24	1981	0.21	0.07	0.13	0
"Block Group 3, Census Tract 7906, Boone County, Arkansas"	2584.2	0.42	0.61	0.75	108	0.56	0	0.38	0.09	0.82	0.28	0.5	0.52	0.32	0.2	0.59	0.01	0.04	1960	0.37	0.18	0.12	0
